date,temperature,humidity,precipitation,wind_speed,country,disease_0,disease_1,disease_2,disease_3,disease_4,disease_5,disease_6,disease_7,disease_8,disease_9
2020-07-12,24.366666666666664,54.625,1.35,3.845,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-13,24.650833333333335,52.708333333333336,0.24,4.46375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-14,24.324166666666667,59.25,1.72,2.9591666666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-15,23.455,56.958333333333336,2.1500000000000004,3.3049999999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-16,21.857083333333335,66.625,1.89,3.877916666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-17,22.852500000000003,61.375,2.3,3.327916666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-18,23.73875,56.291666666666664,2.14,2.6333333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-19,21.56375,65.66666666666667,2.66,4.338333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-20,23.81458333333333,59.0,2.5300000000000002,2.9858333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-21,21.673333333333332,70.20833333333333,2.32,2.4675,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-22,22.607916666666668,63.041666666666664,0.81,3.7312499999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-23,23.90125,53.666666666666664,0.16,5.276666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-24,23.5925,55.875,1.2,2.6445833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-25,22.994583333333335,66.20833333333333,4.8,3.07875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-26,22.819166666666664,65.66666666666667,5.07,2.98625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-27,23.228333333333335,63.375,7.12,2.32875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-28,22.94125,64.08333333333333,1.1400000000000001,3.10875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-29,23.071250000000003,60.5,0.18,3.5933333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-30,23.391666666666666,68.0,17.69,2.2095833333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-07-31,21.375833333333333,65.25,2.95,4.772916666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-01,23.416666666666668,60.791666666666664,0.4,3.529583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-02,23.471249999999998,63.208333333333336,0.17,3.376666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-03,21.72791666666667,72.29166666666667,9.8,2.3066666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-04,22.152083333333334,62.291666666666664,0.0,3.8029166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-05,22.51,60.75,0.0,3.99375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-06,23.756249999999998,60.666666666666664,1.02,2.567083333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-07,23.233333333333334,64.29166666666667,3.25,2.299166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-08,22.802916666666665,65.04166666666667,0.74,3.90875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-09,22.168333333333333,66.125,2.26,3.1004166666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-10,21.01875,70.45833333333333,4.52,3.06125,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-11,24.235416666666666,59.625,1.75,2.279166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-12,22.657916666666665,69.58333333333333,3.34,2.73,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-13,24.0975,60.583333333333336,0.0,2.5075,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-14,24.368750000000002,60.458333333333336,0.35,2.408333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-15,23.068749999999998,67.0,0.45999999999999996,2.4183333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-16,23.845416666666665,61.291666666666664,0.8200000000000001,2.9933333333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-17,23.735833333333332,65.33333333333333,1.93,2.37,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-18,23.708333333333332,66.58333333333333,11.5,2.5466666666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-19,22.440833333333334,69.08333333333333,6.38,3.27875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-20,23.7775,60.333333333333336,0.66,3.606666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-21,23.534166666666668,64.29166666666667,2.9099999999999997,3.1908333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-22,23.770833333333332,61.375,0.0,3.8033333333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-23,24.313333333333333,52.958333333333336,0.29000000000000004,4.132083333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-24,23.53708333333333,58.75,3.1,2.6733333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-25,23.708333333333332,61.583333333333336,1.61,2.209166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-26,24.865416666666665,56.541666666666664,0.9299999999999999,2.1283333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-27,23.336249999999996,67.91666666666667,6.53,2.1470833333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-28,22.991249999999997,66.66666666666667,1.55,2.2600000000000002,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-29,22.282083333333333,73.83333333333333,3.0900000000000003,1.8433333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-30,22.608333333333334,74.83333333333333,5.89,1.9020833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-08-31,23.572083333333335,66.0,3.0700000000000003,2.49625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-01,21.47083333333333,72.33333333333333,1.72,2.885,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-02,23.129583333333333,62.375,0.0,2.922083333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-03,23.389166666666668,60.5,2.03,2.294166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-04,21.43875,67.29166666666667,5.16,1.9645833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-05,23.290000000000003,62.416666666666664,0.23,1.8366666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-06,24.33458333333333,56.041666666666664,0.11,2.4775,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-07,24.413749999999997,54.75,0.0,3.5345833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-08,24.39,56.458333333333336,0.98,2.7716666666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-09,22.916666666666668,64.70833333333333,2.1,1.9733333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-10,24.736666666666665,53.083333333333336,0.0,2.68625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-11,24.250833333333333,47.875,0.94,1.93875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-12,24.447916666666668,63.083333333333336,0.8,1.32,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-13,24.33375,56.5,0.0,2.19,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-14,24.67125,52.25,0.31,2.5545833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-15,24.534166666666668,51.75,0.0,2.780416666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-16,25.210416666666664,54.333333333333336,0.54,2.5379166666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-17,25.92125,49.666666666666664,1.06,2.4375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-18,25.570833333333336,49.625,0.0,2.2304166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-19,24.685000000000002,51.041666666666664,0.0,2.7241666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-20,23.78833333333333,57.833333333333336,4.33,3.029583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-21,23.919166666666666,59.791666666666664,0.0,2.6279166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-22,24.645416666666666,54.958333333333336,0.15,2.5154166666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-23,23.455,56.916666666666664,0.0,3.1929166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-24,24.43166666666667,54.5,1.23,3.0845833333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-25,24.889166666666668,52.75,0.0,2.32,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-26,24.959999999999997,51.75,0.0,2.1095833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-27,24.885833333333334,46.208333333333336,0.0,1.6941666666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-28,26.536666666666665,42.208333333333336,0.0,1.9004166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-29,26.204583333333332,49.083333333333336,0.0,2.0741666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-09-30,23.4175,63.0,0.8300000000000001,2.1004166666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-01,23.615,61.041666666666664,1.75,2.348333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-02,23.89125,60.291666666666664,1.69,2.174166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-03,23.72791666666667,55.666666666666664,0.13,1.99,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-04,24.102500000000003,45.666666666666664,0.0,2.27375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-05,24.64708333333333,31.5,0.0,2.2883333333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-06,25.998333333333335,26.208333333333332,0.0,1.96875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-07,25.4575,30.0,0.0,1.9054166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-08,25.672916666666666,33.458333333333336,0.0,2.3091666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-09,26.184583333333332,33.458333333333336,0.0,2.858333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-10,25.963333333333335,33.833333333333336,0.0,2.2216666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-11,25.993333333333336,30.75,0.0,2.015,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-12,26.014166666666668,33.166666666666664,0.0,1.9966666666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-13,26.14625,36.25,0.0,1.5795833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-14,25.792916666666667,41.291666666666664,0.0,2.3733333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-15,25.659583333333334,41.791666666666664,0.0,2.2420833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-16,25.7025,39.125,0.0,2.194166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-17,25.427916666666665,43.375,0.0,2.1095833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-18,25.182083333333335,42.625,0.0,2.3329166666666663,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-19,25.4475,39.041666666666664,0.0,2.6333333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-20,25.000833333333333,35.625,0.0,2.4345833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-21,25.56833333333333,32.125,0.0,1.8595833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-22,25.993333333333336,27.416666666666668,0.0,2.0570833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-23,26.221666666666668,29.5,0.0,2.3008333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-24,25.801666666666666,29.916666666666668,0.0,2.1374999999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-25,24.971249999999998,32.083333333333336,0.0,2.2125,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-26,24.46291666666667,23.958333333333332,0.0,2.2795833333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-27,24.421666666666667,25.791666666666668,0.0,2.2537499999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-28,24.327083333333334,25.375,0.0,2.0833333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-29,24.36916666666667,27.375,0.0,1.9233333333333331,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-30,24.331666666666667,36.416666666666664,0.0,1.3170833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-10-31,23.775000000000002,49.25,0.0,1.4895833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-01,24.095416666666665,51.833333333333336,0.25,2.32125,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-02,23.239166666666666,39.166666666666664,0.0,2.74375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-03,22.69458333333333,32.208333333333336,0.0,2.0866666666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-04,23.379583333333333,32.541666666666664,0.0,2.03,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-05,23.7975,30.375,0.0,1.8820833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-06,23.88875,40.125,0.0,1.3929166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-07,24.662499999999998,45.0,0.0,1.7095833333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-08,23.565833333333334,50.416666666666664,0.0,1.5433333333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-09,23.74083333333333,43.25,0.0,2.5954166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-10,23.7825,37.5,0.0,1.7945833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-11,23.86125,40.5,0.0,2.2270833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-12,23.023333333333337,32.416666666666664,0.0,2.56375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-13,23.53916666666667,33.833333333333336,0.0,2.8245833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-14,23.815416666666668,33.0,0.0,2.5554166666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-15,23.404583333333335,32.0,0.0,2.4791666666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-16,22.670416666666668,31.75,0.0,2.3579166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-17,22.242500000000003,32.583333333333336,0.0,2.8220833333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-18,22.030833333333334,32.875,0.0,2.4516666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-19,21.22875,34.0,0.0,2.2033333333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-20,21.762916666666666,36.708333333333336,0.0,1.8970833333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-21,21.9275,34.875,0.0,2.2120833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-22,21.12875,30.333333333333332,0.0,2.0975,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-23,22.717083333333335,36.375,0.0,2.182916666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-24,23.5925,45.541666666666664,0.0,2.4533333333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-25,22.867500000000003,59.458333333333336,0.0,2.2408333333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-26,22.939166666666665,67.625,3.75,1.1775,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-27,21.985,76.58333333333333,13.91,1.8991666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-28,21.211666666666666,77.41666666666667,7.92,1.8687500000000001,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-29,21.545416666666668,68.75,0.15,1.5199999999999998,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-11-30,22.572083333333335,50.416666666666664,0.0,1.6495833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-01,22.24416666666667,50.5,0.0,1.8258333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-02,22.37875,52.916666666666664,0.0,2.0329166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-03,21.853333333333335,49.375,0.0,1.8791666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-04,22.18625,45.375,0.0,1.4195833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-05,23.09,47.875,0.0,1.6991666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-06,23.17625,44.291666666666664,0.0,2.3375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-07,23.09,47.166666666666664,0.0,2.88875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-08,22.63208333333333,52.708333333333336,0.0,2.8362499999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-09,21.997083333333332,39.083333333333336,0.0,2.6991666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-10,21.797916666666666,36.208333333333336,0.0,2.0991666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-11,21.91,41.5,0.0,2.30625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-12,21.097916666666666,41.125,0.0,2.505,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-13,21.537916666666664,44.708333333333336,0.0,2.46625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-14,21.38208333333333,30.833333333333332,0.0,1.97625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-15,20.863333333333333,29.083333333333332,0.0,1.9341666666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-16,20.61,32.833333333333336,0.0,1.8925,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-17,20.226666666666667,34.875,0.0,2.1958333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-18,20.944583333333334,39.25,0.0,1.7425,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-19,21.447083333333335,43.5,0.0,2.0925,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-20,21.73,62.333333333333336,0.12,2.0220833333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-21,19.072083333333335,83.41666666666667,6.66,1.3862499999999998,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-22,20.98375,57.458333333333336,0.0,2.1220833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-23,20.624166666666667,46.0,0.0,1.9437499999999999,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-24,20.950416666666666,38.166666666666664,0.0,1.9662499999999998,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-25,21.200416666666666,38.791666666666664,0.0,2.0662499999999997,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-26,20.015416666666667,44.25,0.0,2.6529166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-27,18.94875,39.5,0.0,1.9358333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-28,20.66,42.666666666666664,0.0,1.9304166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-29,20.815,52.375,0.0,1.8716666666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-30,22.151666666666667,58.458333333333336,0.0,1.93625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2020-12-31,21.726249999999997,59.208333333333336,0.0,1.76875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-01,21.979583333333334,52.625,0.0,1.8925,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-02,21.653333333333332,48.5,0.0,2.1283333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-03,21.16541666666667,41.333333333333336,0.0,2.1454166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-04,22.620416666666667,33.041666666666664,0.0,2.1504166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-05,21.837083333333336,33.666666666666664,0.0,2.3329166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-06,21.41125,38.708333333333336,0.0,2.0025,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-07,21.430833333333336,37.916666666666664,0.0,1.8916666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-08,20.799166666666668,37.625,0.0,1.9158333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-09,19.452916666666667,41.083333333333336,0.0,1.7654166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-10,20.24083333333333,44.0,0.0,1.9354166666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-11,20.305833333333336,47.708333333333336,0.0,2.4516666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-12,20.207916666666666,48.708333333333336,0.0,2.1625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-13,20.00916666666667,37.416666666666664,0.0,2.0283333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-14,20.762083333333333,35.833333333333336,0.0,1.6629166666666668,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-15,21.742499999999996,35.083333333333336,0.0,1.9312500000000001,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-16,21.677083333333332,37.5,0.0,2.07,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-17,21.5525,28.166666666666668,0.0,2.379583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-18,21.292916666666667,30.25,0.0,2.810833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-19,20.917916666666667,37.833333333333336,0.0,2.7929166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-20,21.189583333333335,26.416666666666668,0.0,2.7158333333333338,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-21,20.719166666666666,20.666666666666668,0.0,2.48625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-22,20.479583333333334,23.25,0.0,2.67625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-23,21.22041666666667,26.458333333333332,0.0,2.0070833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-24,21.07875,35.625,0.0,2.2258333333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-25,21.264583333333334,40.541666666666664,0.0,2.5570833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-26,20.229166666666668,33.25,0.0,2.3975,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-27,20.870416666666667,28.375,0.0,2.0554166666666664,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-28,21.5775,35.166666666666664,0.0,2.01375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-29,22.360416666666666,36.583333333333336,0.0,2.018333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-30,21.91,40.166666666666664,0.0,2.6,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-01-31,21.726249999999997,35.791666666666664,0.0,2.64875,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-01,21.618333333333336,26.958333333333332,0.0,2.3833333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-02,21.0975,27.416666666666668,0.0,2.1479166666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-03,20.979166666666668,22.0,0.0,2.2179166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-04,21.320416666666667,17.5,0.0,1.95375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-05,22.98125,16.25,0.0,1.4070833333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-06,20.630416666666665,44.416666666666664,0.0,2.74,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-07,19.405833333333334,61.416666666666664,0.0,2.557916666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-08,20.058333333333334,64.75,0.81,2.5725000000000002,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-09,16.68583333333333,79.08333333333333,5.49,2.5545833333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-10,19.31833333333333,59.5,0.0,2.0304166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-11,20.118333333333336,44.375,0.0,1.8141666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-12,22.355833333333333,37.25,0.0,1.7508333333333335,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-13,23.28125,34.416666666666664,0.0,1.8283333333333334,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-14,23.2,31.291666666666668,0.0,2.1766666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-15,23.311666666666667,27.416666666666668,0.0,2.13625,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-16,24.548333333333332,27.75,0.0,1.6266666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-17,24.886666666666667,31.875,0.0,2.419583333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-18,22.324166666666667,48.916666666666664,0.0,3.0195833333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-19,20.699583333333333,61.541666666666664,0.48,3.24375,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-20,19.804166666666667,69.29166666666667,1.25,1.7491666666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-21,21.318749999999998,63.708333333333336,0.48,2.4250000000000003,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-22,21.899583333333336,61.625,0.74,2.295,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-23,23.060833333333335,46.875,0.0,2.2179166666666665,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-24,23.524583333333336,30.208333333333332,0.0,2.5587500000000003,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-25,23.52541666666667,31.916666666666668,0.0,2.6133333333333333,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-26,24.74,42.916666666666664,0.0,2.3291666666666666,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-27,25.373333333333335,44.208333333333336,0.0,2.2345833333333336,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-02-28,25.72458333333333,37.583333333333336,0.0,1.8766666666666667,Ethiopia,1,0,0,0,0,0,0,0,0,0
2021-03-01,25.129166666666666,40.958333333333336,0.11,2.8658333333333332,Ethiopia,1,0,0,0,0,0,0,0,0,0
